CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmount USD,Location,Color,Season,ReviewRating,SubscriptionStatus,PaymentMethod,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PreferredPaymentMethod,FrequencyofPurchases
373,24,Male,Sweater,Clothing,85,Pennsylvania,Orange,Summer,3.7,Yes,Credit Card,Standard,Yes,Yes,7,Debit Card,Weekly
374,23,Male,Coat,Outerwear,27,North Dakota,White,Summer,4.6,Yes,Bank Transfer,Express,Yes,Yes,11,Venmo,Bi-Weekly
375,69,Male,Jewelry,Accessories,78,Ohio,Purple,Spring,5,Yes,Bank Transfer,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly
376,59,Male,Sunglasses,Accessories,32,Oklahoma,Olive,Summer,4.4,Yes,Debit Card,Standard,Yes,Yes,6,Debit Card,Quarterly
377,51,Male,Shoes,Footwear,51,South Carolina,Gray,Fall,4.9,Yes,PayPal,Express,Yes,Yes,2,Venmo,Bi-Weekly
378,63,Male,Scarf,Accessories,32,Maine,Silver,Spring,4.1,Yes,Debit Card,Standard,Yes,Yes,39,Credit Card,Every 3 Months
379,54,Male,Dress,Clothing,62,Nevada,Orange,Winter,4.9,Yes,Cash,Next Day Air,Yes,Yes,23,Credit Card,Monthly
380,32,Male,T-shirt,Clothing,29,Montana,Magenta,Fall,4.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly
381,39,Male,Backpack,Accessories,69,New Hampshire,Beige,Fall,3,Yes,PayPal,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly
382,66,Male,Jewelry,Accessories,25,Maine,Lavender,Winter,3.4,Yes,Debit Card,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months
383,28,Male,Jeans,Clothing,76,California,Peach,Winter,3.2,Yes,PayPal,Store Pickup,Yes,Yes,47,PayPal,Quarterly
384,50,Male,Sunglasses,Accessories,77,West Virginia,Magenta,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,6,PayPal,Quarterly
385,70,Male,Sweater,Clothing,33,California,Beige,Fall,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,6,Venmo,Annually
386,67,Male,Shorts,Clothing,93,West Virginia,Yellow,Fall,2.7,Yes,Credit Card,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly
387,64,Male,Jewelry,Accessories,39,Louisiana,Brown,Spring,3.4,Yes,Cash,Express,Yes,Yes,40,PayPal,Quarterly
388,45,Male,Coat,Outerwear,93,Georgia,Silver,Summer,4.6,Yes,Cash,Store Pickup,Yes,Yes,38,PayPal,Fortnightly
389,22,Male,Handbag,Accessories,82,Washington,Orange,Summer,2.7,Yes,Credit Card,Store Pickup,Yes,Yes,10,PayPal,Quarterly
390,27,Male,Boots,Footwear,42,Virginia,Purple,Spring,4.2,Yes,Venmo,Standard,Yes,Yes,28,Bank Transfer,Monthly
391,25,Male,Gloves,Accessories,71,Indiana,Indigo,Winter,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,19,PayPal,Annually
392,37,Male,Sweater,Clothing,86,Minnesota,Gray,Spring,4.8,Yes,Cash,Standard,Yes,Yes,25,Cash,Fortnightly
393,26,Male,T-shirt,Clothing,82,Idaho,Black,Spring,3.3,Yes,PayPal,Next Day Air,Yes,Yes,38,Credit Card,Annually
394,33,Male,Shoes,Footwear,65,Vermont,Maroon,Fall,4.2,Yes,Credit Card,Standard,Yes,Yes,6,PayPal,Fortnightly
395,43,Male,Scarf,Accessories,29,North Dakota,Beige,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly
396,37,Male,Sneakers,Footwear,65,Rhode Island,Brown,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,2,PayPal,Annually
397,46,Male,Dress,Clothing,88,South Carolina,Black,Fall,3.9,Yes,Bank Transfer,Standard,Yes,Yes,24,Bank Transfer,Annually
398,22,Male,Belt,Accessories,46,Mississippi,Indigo,Fall,3,Yes,Venmo,Free Shipping,Yes,Yes,26,Cash,Annually
399,20,Male,Boots,Footwear,67,Montana,Silver,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months
400,60,Male,Scarf,Accessories,35,Idaho,Blue,Fall,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly
401,39,Male,Boots,Footwear,66,Utah,Green,Winter,4.8,Yes,Venmo,Free Shipping,Yes,Yes,14,PayPal,Fortnightly
402,43,Male,T-shirt,Clothing,91,Oklahoma,Orange,Fall,4.8,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Quarterly
403,31,Male,Backpack,Accessories,78,California,Cyan,Fall,3,Yes,PayPal,Express,Yes,Yes,26,PayPal,Monthly
404,19,Male,Sneakers,Footwear,45,Nevada,Orange,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
405,35,Male,T-shirt,Clothing,93,Delaware,Indigo,Spring,4.8,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Monthly
406,41,Male,Jeans,Clothing,74,South Carolina,Silver,Summer,3.8,Yes,Debit Card,Standard,Yes,Yes,15,Cash,Annually
407,52,Male,Gloves,Accessories,55,Maryland,Peach,Spring,4.6,Yes,Debit Card,Express,Yes,Yes,13,Cash,Monthly
408,45,Male,Hoodie,Clothing,76,North Carolina,Teal,Spring,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly
409,34,Male,Sneakers,Footwear,66,Alabama,White,Spring,3.4,Yes,Credit Card,Express,Yes,Yes,36,Cash,Fortnightly
410,35,Male,Shorts,Clothing,51,Minnesota,Brown,Winter,3.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly
411,29,Male,Sweater,Clothing,26,Virginia,Lavender,Spring,4.8,Yes,Debit Card,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly
412,59,Male,Jeans,Clothing,29,Michigan,Indigo,Summer,2.8,Yes,Cash,Express,Yes,Yes,15,PayPal,Annually
413,24,Male,Jacket,Outerwear,74,Maine,Yellow,Summer,3.1,Yes,Venmo,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly
414,70,Male,Jewelry,Accessories,99,Nevada,White,Summer,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,48,Cash,Monthly
415,29,Male,Backpack,Accessories,88,Wyoming,Violet,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,30,Debit Card,Weekly
416,67,Male,Coat,Outerwear,31,Connecticut,Lavender,Winter,2.6,Yes,Venmo,Express,Yes,Yes,40,Bank Transfer,Monthly
417,36,Male,Belt,Accessories,55,Oregon,Olive,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly
418,23,Male,Sandals,Footwear,81,Mississippi,Beige,Fall,4.5,Yes,PayPal,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
419,18,Male,Sweater,Clothing,73,Illinois,Purple,Spring,3,Yes,Cash,Standard,Yes,Yes,27,Venmo,Bi-Weekly
420,53,Male,Shorts,Clothing,91,Utah,Teal,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months
421,32,Male,Socks,Clothing,54,North Carolina,Peach,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly
422,38,Male,Shirt,Clothing,40,Kentucky,Violet,Winter,3.5,Yes,Cash,Standard,Yes,Yes,48,Cash,Bi-Weekly
423,47,Male,Pants,Clothing,59,Minnesota,Purple,Fall,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,32,Debit Card,Annually
424,46,Male,Scarf,Accessories,26,New York,Teal,Spring,3,Yes,Bank Transfer,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly
425,66,Male,Sweater,Clothing,23,Illinois,Gold,Winter,4.3,Yes,Credit Card,Standard,Yes,Yes,42,PayPal,Fortnightly
426,40,Male,Jeans,Clothing,87,North Dakota,Teal,Winter,3.3,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Quarterly
427,43,Male,Pants,Clothing,71,Louisiana,Violet,Winter,4.7,Yes,Cash,Express,Yes,Yes,19,Credit Card,Quarterly
428,58,Male,Backpack,Accessories,91,Illinois,Black,Winter,4.5,Yes,Cash,Store Pickup,Yes,Yes,6,Credit Card,Quarterly
429,21,Male,Coat,Outerwear,64,Wyoming,Gold,Winter,2.9,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
430,42,Male,Sandals,Footwear,94,Washington,Gold,Winter,4.1,Yes,Venmo,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly
431,24,Male,Shirt,Clothing,40,Texas,Brown,Summer,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,40,Debit Card,Annually
432,43,Male,Hat,Accessories,76,New Hampshire,Cyan,Winter,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,33,Cash,Fortnightly
433,47,Male,Shirt,Clothing,86,Indiana,Indigo,Fall,3.3,Yes,Debit Card,Free Shipping,Yes,Yes,26,Venmo,Weekly
434,49,Male,Skirt,Clothing,92,Alabama,Orange,Fall,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly
435,50,Male,Shoes,Footwear,52,Oklahoma,Pink,Spring,4,Yes,Bank Transfer,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months
436,51,Male,Coat,Outerwear,28,Montana,Olive,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly
437,40,Male,Pants,Clothing,46,Tennessee,Cyan,Summer,4.6,Yes,Cash,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly
438,45,Male,Jewelry,Accessories,50,New Mexico,Peach,Summer,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,41,PayPal,Annually
439,52,Male,Belt,Accessories,23,Iowa,Turquoise,Winter,4.3,Yes,Cash,Express,Yes,Yes,12,Credit Card,Fortnightly
440,62,Male,Jacket,Outerwear,50,Idaho,Turquoise,Summer,3.4,Yes,PayPal,Free Shipping,Yes,Yes,31,Cash,Monthly
441,20,Male,Shirt,Clothing,89,Oklahoma,Maroon,Winter,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly
442,43,Male,Hoodie,Clothing,81,Florida,Maroon,Winter,4.2,Yes,Bank Transfer,Standard,Yes,Yes,32,Credit Card,Annually
443,29,Male,Sunglasses,Accessories,69,Michigan,Olive,Fall,3.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,31,Credit Card,Quarterly
444,22,Male,Sunglasses,Accessories,67,Hawaii,Magenta,Summer,3.6,Yes,PayPal,Free Shipping,Yes,Yes,24,PayPal,Annually
445,48,Male,Dress,Clothing,20,California,Red,Summer,4.3,Yes,Debit Card,Store Pickup,Yes,Yes,31,Debit Card,Annually
446,42,Male,Boots,Footwear,29,Iowa,Olive,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,18,Venmo,Annually
447,19,Male,Shirt,Clothing,74,West Virginia,Silver,Summer,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,15,Venmo,Monthly
448,60,Male,Shorts,Clothing,82,Washington,Turquoise,Spring,3.6,Yes,Venmo,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months
449,32,Male,Gloves,Accessories,23,Missouri,Yellow,Summer,3.4,Yes,Credit Card,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly
450,26,Male,Jewelry,Accessories,45,New York,Peach,Summer,2.9,Yes,PayPal,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly
451,25,Male,Boots,Footwear,21,Connecticut,Beige,Summer,2.7,Yes,Venmo,Store Pickup,Yes,Yes,19,Credit Card,Monthly
452,66,Male,Jewelry,Accessories,31,Virginia,Pink,Summer,4.3,Yes,Cash,Express,Yes,Yes,26,Credit Card,Fortnightly
453,45,Male,Pants,Clothing,45,Missouri,Violet,Summer,3.3,Yes,Debit Card,Express,Yes,Yes,39,PayPal,Fortnightly
454,54,Male,Jewelry,Accessories,56,Nebraska,Peach,Winter,2.8,Yes,Cash,Next Day Air,Yes,Yes,22,Credit Card,Weekly
455,37,Male,Jacket,Outerwear,97,New Jersey,Gold,Summer,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly
456,54,Male,Blouse,Clothing,100,Utah,Gold,Fall,3.6,Yes,Credit Card,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly
457,50,Male,Blouse,Clothing,96,North Carolina,Indigo,Fall,4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly
458,25,Male,Gloves,Accessories,99,Rhode Island,Blue,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months
459,47,Male,Shorts,Clothing,91,Arkansas,Black,Winter,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,48,PayPal,Monthly
460,63,Male,Hat,Accessories,30,Maryland,Black,Winter,3.8,Yes,Debit Card,Standard,Yes,Yes,27,PayPal,Fortnightly
461,64,Male,Shoes,Footwear,65,South Carolina,Teal,Summer,3.7,Yes,Venmo,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly
462,18,Male,Boots,Footwear,93,Ohio,Yellow,Winter,3.9,Yes,Cash,Express,Yes,Yes,20,Venmo,Weekly
463,59,Male,Jacket,Outerwear,81,Illinois,White,Fall,3.3,Yes,Debit Card,Express,Yes,Yes,48,Venmo,Every 3 Months
464,37,Male,Jewelry,Accessories,81,Georgia,Orange,Summer,2.7,Yes,Venmo,Standard,Yes,Yes,29,Venmo,Weekly
465,23,Male,Sunglasses,Accessories,52,Alabama,Silver,Winter,4.7,Yes,PayPal,Next Day Air,Yes,Yes,45,PayPal,Monthly
466,54,Male,Skirt,Clothing,88,Oklahoma,Pink,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,25,Cash,Quarterly
467,38,Male,Jeans,Clothing,24,Vermont,Turquoise,Winter,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,25,PayPal,Weekly
468,19,Male,Backpack,Accessories,51,Nebraska,Orange,Spring,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months
469,34,Male,Backpack,Accessories,38,Georgia,Peach,Fall,5,Yes,Bank Transfer,Free Shipping,Yes,Yes,16,Cash,Quarterly
470,21,Male,Shorts,Clothing,46,Alabama,Pink,Fall,4.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly
471,50,Male,Dress,Clothing,63,Minnesota,Teal,Summer,4.6,Yes,Cash,Express,Yes,Yes,6,Cash,Every 3 Months
472,55,Male,Scarf,Accessories,72,Missouri,White,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly
473,20,Male,Jeans,Clothing,39,Georgia,Gray,Winter,3.9,Yes,Cash,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly
474,34,Male,Coat,Outerwear,42,West Virginia,Olive,Spring,3.9,Yes,Venmo,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months
475,62,Male,Sweater,Clothing,76,Arkansas,Maroon,Summer,2.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,15,Cash,Quarterly
476,21,Male,Sneakers,Footwear,66,Ohio,Magenta,Summer,2.7,Yes,Cash,Free Shipping,Yes,Yes,18,Debit Card,Annually
477,21,Male,Scarf,Accessories,90,Connecticut,Magenta,Spring,3.5,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
478,42,Male,Sweater,Clothing,56,North Dakota,Green,Summer,3.7,Yes,Credit Card,Free Shipping,Yes,Yes,49,Debit Card,Weekly
479,35,Male,Jewelry,Accessories,43,Kansas,Turquoise,Winter,3.2,Yes,Debit Card,Free Shipping,Yes,Yes,48,Venmo,Annually
480,39,Male,Handbag,Accessories,84,Iowa,Yellow,Winter,3.3,Yes,Bank Transfer,Store Pickup,Yes,Yes,43,Venmo,Monthly
481,68,Male,Hoodie,Clothing,88,Vermont,Gray,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,30,Debit Card,Bi-Weekly
482,46,Male,Hat,Accessories,88,Wisconsin,Peach,Fall,3.2,Yes,PayPal,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly
483,41,Male,Belt,Accessories,42,Connecticut,Yellow,Winter,2.5,Yes,PayPal,2-Day Shipping,Yes,Yes,11,Venmo,Annually
484,23,Male,Hoodie,Clothing,73,Oklahoma,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Debit Card,Weekly
485,68,Male,Hat,Accessories,73,Missouri,Lavender,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly
486,48,Male,Shoes,Footwear,44,Tennessee,Blue,Spring,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly
487,38,Male,Sandals,Footwear,63,New Mexico,Charcoal,Fall,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months
488,41,Male,Jacket,Outerwear,68,Iowa,Red,Winter,4.4,Yes,Credit Card,Store Pickup,Yes,Yes,22,Credit Card,Quarterly
489,58,Male,Sweater,Clothing,29,Maine,Olive,Spring,4.6,Yes,Venmo,Standard,Yes,Yes,32,Venmo,Weekly
490,49,Male,Socks,Clothing,85,South Dakota,Green,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,40,PayPal,Annually
491,57,Male,Sneakers,Footwear,42,Colorado,Silver,Winter,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,47,Cash,Monthly
492,49,Male,Coat,Outerwear,69,Vermont,Silver,Summer,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly
493,50,Male,Shirt,Clothing,62,Michigan,Black,Fall,3.9,Yes,PayPal,Standard,Yes,Yes,11,Debit Card,Weekly
494,28,Male,Backpack,Accessories,48,Nevada,Red,Summer,4.7,Yes,Debit Card,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly
495,38,Male,Boots,Footwear,68,Indiana,Indigo,Winter,4.5,Yes,PayPal,Express,Yes,Yes,42,Debit Card,Weekly
496,33,Male,Handbag,Accessories,36,Michigan,Cyan,Fall,3.3,Yes,Credit Card,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly
497,30,Male,Dress,Clothing,63,California,Maroon,Fall,3.3,Yes,Venmo,Express,Yes,Yes,31,Venmo,Fortnightly
498,43,Male,Sneakers,Footwear,39,Oklahoma,Silver,Winter,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,31,Cash,Weekly
499,43,Male,Boots,Footwear,78,Iowa,Lavender,Spring,3.6,Yes,PayPal,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly
500,36,Male,Shoes,Footwear,99,Rhode Island,Silver,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,24,PayPal,Monthly
501,36,Male,T-shirt,Clothing,31,Washington,Purple,Fall,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months
502,64,Male,Boots,Footwear,45,Florida,Cyan,Spring,2.9,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually
503,59,Male,Pants,Clothing,30,South Carolina,Cyan,Fall,2.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Fortnightly
504,55,Male,Shoes,Footwear,24,West Virginia,Lavender,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly
505,42,Male,Shoes,Footwear,22,Missouri,Maroon,Winter,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,26,PayPal,Annually
506,61,Male,T-shirt,Clothing,63,Maine,Gray,Spring,4.3,Yes,Credit Card,Express,Yes,Yes,9,Cash,Bi-Weekly
507,28,Male,Scarf,Accessories,40,Georgia,Olive,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
508,65,Male,Shorts,Clothing,20,Maine,Magenta,Spring,5,Yes,Bank Transfer,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly
509,27,Male,Jewelry,Accessories,20,Illinois,Yellow,Winter,3.7,Yes,Cash,Store Pickup,Yes,Yes,31,PayPal,Quarterly
510,41,Male,T-shirt,Clothing,80,Delaware,Cyan,Summer,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,Debit Card,Weekly
511,21,Male,Shirt,Clothing,87,West Virginia,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22,Venmo,Annually
512,61,Male,Shirt,Clothing,46,Hawaii,Yellow,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,8,PayPal,Annually
513,19,Male,Gloves,Accessories,49,New York,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly
514,22,Male,Scarf,Accessories,65,New Mexico,Peach,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,45,Venmo,Annually
515,64,Male,Skirt,Clothing,62,Indiana,Olive,Winter,4.3,Yes,Debit Card,Standard,Yes,Yes,47,PayPal,Quarterly
516,28,Male,Hat,Accessories,67,Kentucky,Charcoal,Spring,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,7,Cash,Monthly
517,34,Male,Hoodie,Clothing,41,West Virginia,Indigo,Fall,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly
518,61,Male,Boots,Footwear,49,North Dakota,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44,Cash,Every 3 Months
519,24,Male,Blouse,Clothing,100,Oregon,Beige,Fall,2.9,Yes,PayPal,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months
520,19,Male,Belt,Accessories,54,Minnesota,Blue,Summer,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,17,Bank Transfer,Quarterly
521,51,Male,Sunglasses,Accessories,84,South Carolina,White,Spring,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,20,Debit Card,Quarterly
522,36,Male,Shorts,Clothing,41,Vermont,Gold,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,50,Bank Transfer,Annually
523,65,Male,Gloves,Accessories,88,Minnesota,Blue,Spring,2.5,Yes,PayPal,Store Pickup,Yes,Yes,37,Cash,Quarterly
524,46,Male,Sandals,Footwear,40,Delaware,Orange,Spring,4.9,Yes,Cash,Express,Yes,Yes,5,PayPal,Quarterly
525,59,Male,Shirt,Clothing,39,Pennsylvania,Gold,Summer,4.8,Yes,Venmo,Free Shipping,Yes,Yes,44,PayPal,Annually
526,51,Male,Coat,Outerwear,37,Iowa,Cyan,Spring,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,41,Debit Card,Monthly
527,51,Male,Pants,Clothing,52,New Jersey,Red,Winter,4.9,Yes,Cash,Standard,Yes,Yes,19,Cash,Monthly
528,21,Male,T-shirt,Clothing,23,South Carolina,Yellow,Winter,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months
529,34,Male,Sneakers,Footwear,88,Maryland,Beige,Winter,3.2,Yes,Venmo,Express,Yes,Yes,40,Cash,Annually
530,32,Male,Shorts,Clothing,84,California,Orange,Fall,3.7,Yes,Cash,Standard,Yes,Yes,6,Credit Card,Monthly
531,48,Male,Coat,Outerwear,37,Montana,Magenta,Winter,3.2,Yes,Venmo,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly
532,50,Male,Sandals,Footwear,51,Vermont,Purple,Fall,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Cash,Weekly
533,26,Male,Pants,Clothing,76,Texas,Black,Winter,4.1,Yes,Bank Transfer,Express,Yes,Yes,35,Bank Transfer,Every 3 Months
534,57,Male,Sandals,Footwear,60,North Carolina,Pink,Spring,4.5,Yes,PayPal,Next Day Air,Yes,Yes,17,Debit Card,Weekly
535,65,Male,Gloves,Accessories,72,Florida,Pink,Fall,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,4,PayPal,Quarterly
536,56,Male,T-shirt,Clothing,45,West Virginia,Maroon,Spring,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly
537,44,Male,Jacket,Outerwear,84,Illinois,Maroon,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months
538,50,Male,Blouse,Clothing,49,Virginia,Turquoise,Summer,3,Yes,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,Annually
539,27,Male,Socks,Clothing,22,Virginia,Green,Spring,3.2,Yes,PayPal,Free Shipping,Yes,Yes,43,Cash,Weekly
540,49,Male,Coat,Outerwear,48,Wyoming,Violet,Winter,4,Yes,Cash,Store Pickup,Yes,Yes,49,Debit Card,Weekly
541,49,Male,Dress,Clothing,37,South Carolina,Lavender,Spring,3.1,Yes,Venmo,Next Day Air,Yes,Yes,33,Cash,Every 3 Months
542,52,Male,Jacket,Outerwear,27,Connecticut,Gray,Fall,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,45,Cash,Bi-Weekly
543,27,Male,Boots,Footwear,79,Illinois,Teal,Spring,4.6,Yes,Venmo,Next Day Air,Yes,Yes,35,Cash,Bi-Weekly
544,53,Male,Skirt,Clothing,98,Alabama,Red,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,11,Credit Card,Monthly
545,34,Male,Sandals,Footwear,64,Washington,Yellow,Summer,3.3,Yes,Cash,Standard,Yes,Yes,30,Bank Transfer,Every 3 Months
546,33,Male,Coat,Outerwear,32,Alabama,Magenta,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
547,62,Male,Hoodie,Clothing,74,New Mexico,Brown,Winter,3.4,Yes,Cash,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
548,38,Male,Jacket,Outerwear,50,Nevada,Blue,Winter,2.8,Yes,Debit Card,Free Shipping,Yes,Yes,26,Venmo,Weekly
549,36,Male,Backpack,Accessories,64,Nebraska,Black,Winter,4.6,Yes,PayPal,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months
550,31,Male,Backpack,Accessories,29,Arizona,Olive,Fall,3.6,Yes,Cash,Express,Yes,Yes,37,Venmo,Bi-Weekly
551,62,Male,Belt,Accessories,62,Georgia,Olive,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,PayPal,Weekly
552,29,Male,Coat,Outerwear,78,Idaho,Green,Fall,3.1,Yes,Venmo,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly
553,24,Male,T-shirt,Clothing,94,Missouri,Peach,Fall,3.5,Yes,Bank Transfer,Express,Yes,Yes,18,Bank Transfer,Weekly
554,63,Male,Sunglasses,Accessories,59,Florida,White,Winter,3.2,Yes,Venmo,Express,Yes,Yes,15,Credit Card,Quarterly
555,56,Male,Sneakers,Footwear,47,Minnesota,Red,Summer,3,Yes,PayPal,Express,Yes,Yes,34,Bank Transfer,Weekly
556,63,Male,Gloves,Accessories,57,Maine,White,Fall,4.8,Yes,Bank Transfer,Express,Yes,Yes,37,Venmo,Annually
557,40,Male,Coat,Outerwear,90,Montana,Indigo,Winter,5,Yes,Credit Card,Store Pickup,Yes,Yes,21,Cash,Fortnightly
558,18,Male,Shirt,Clothing,60,Alaska,White,Spring,2.9,Yes,PayPal,Free Shipping,Yes,Yes,31,Debit Card,Weekly
559,50,Male,Sneakers,Footwear,77,Iowa,Teal,Fall,3.2,Yes,Venmo,Express,Yes,Yes,43,Debit Card,Every 3 Months
